"hc_id","year","identified_high_risk_6_9","sealants_high_risk_6_9"
"'084980",2016,"234","57"
"'084990",2016,"46","26"
"'085060",2016,"0","0"
"'086120",2016,"17","11"
"'088300",2016,"46","11"
"'08E00023",2016,"12","10"
"'08E00054",2016,"6","3"
"'08E00063",2016,"0","0"
"'08E00068",2016,"0","0"
"'08E00382",2016,"0","0"
"'08E00393",2016,"8","4"
"'08E00412",2016,"146","59"
"'08E00441",2016,"3","0"
"'08E00468",2016,"0","0"
"'08E00518",2016,"0","0"
"'08E01040",2016,"0","0"
"'08E01071",2016,"6","0"
"'08E01072",2016,"0","0"
"'08E01132",2016,"91","64"
"'08E01156",2016,"0","0"
"'08E01199",2016,"43","13"
"'08E01215",2016,"0","0"
"'090030",2016,"254","129"
"'090080",2016,"90","37"
"'090090",2016,"111","34"
"'090130",2016,"141","97"
"'090160",2016,"697","380"
"'090200",2016,"81","36"
"'090210",2016,"286","96"
"'090250",2016,"915","36"
"'090350",2016,"93","50"
"'090390",2016,"886","85"
"'090470",2016,"1869","49"
"'090530",2016,"9","2"
"'090540",2016,"8","8"
"'090560",2016,"514","238"
"'090660",2016,"32","7"
"'090670",2016,"807","371"
"'090710",2016,"891","399"
"'090720",2016,"728","178"
"'090730",2016,"180","85"
"'090750",2016,"0","0"
"'090780",2016,"159","79"
"'090800",2016,"0","0"
"'090830",2016,"0","0"
"'090850",2016,"0","0"
"'090870",2016,"22","6"
"'090880",2016,"181","39"
"'090990",2016,"662","428"
"'091000",2016,"268","57"
"'0910140",2016,"196","96"
"'0910240",2016,"100","57"
"'0910250",2016,"110","93"
"'0910260",2016,"0","0"
"'091030",2016,"524","360"
"'0910370",2016,"739","187"
"'091040",2016,"0","0"
"'091050",2016,"780","156"
"'091070",2016,"9","5"
"'091080",2016,"1565","575"
"'091100",2016,"267","223"
"'0911100",2016,"131","91"
"'091120",2016,"24","5"
"'0911320",2016,"0","0"
"'091140",2016,"36","18"
"'091160",2016,"1577","408"
"'0911800",2016,"0","0"
"'0911810",2016,"5","0"
"'0911950",2016,"313","24"
"'0912090",2016,"428","53"
"'0912120",2016,"0","0"
"'091220",2016,"67","29"
"'091230",2016,"4982","32"
"'091250",2016,"0","0"
"'091290",2016,"62","32"
"'091300",2016,"88","45"
"'091520",2016,"0","0"
"'091540",2016,"898","20"
"'091570",2016,"15","7"
"'091600",2016,"333","123"
"'091620",2016,"79","79"
"'091650",2016,"21","8"
"'091670",2016,"858","533"
"'091700",2016,"49","23"
"'091750",2016,"75","55"
"'091800",2016,"662","456"
"'091850",2016,"7","1"
"'091880",2016,"39","15"
"'091920",2016,"420","58"
"'091940",2016,"779","238"
"'091960",2016,"113","96"
"'0919630",2016,"122","77"
"'0920440",2016,"199","39"
"'092060",2016,"14","8"
"'092080",2016,"103","80"
"'0921240",2016,"6","3"
"'0921340",2016,"794","446"
"'0921350",2016,"72","41"
"'0921430",2016,"45","27"
"'092160",2016,"0","0"
"'0921760",2016,"295","23"
"'092240",2016,"85","43"
"'092280",2016,"685","140"
"'092290",2016,"57","28"
"'0922930",2016,"65","54"
"'0923660",2016,"9","4"
"'092420",2016,"144","17"
"'092440",2016,"41","14"
"'0924640",2016,"390","240"
"'092500",2016,"0","0"
"'0925350",2016,"2744","2058"
"'0925360",2016,"1","0"
"'0925370",2016,"25","15"
"'0925380",2016,"56","15"
"'0925390",2016,"21","21"
"'092650",2016,"14","9"
"'092870",2016,"148","32"
"'092880",2016,"721","220"
"'0928870",2016,"0","0"
"'0928880",2016,"1314","231"
"'092890",2016,"125","24"
"'0929830",2016,"55","30"
"'0930080",2016,"0","0"
"'093030",2016,"308","233"
"'093070",2016,"756","263"
"'093080",2016,"94","40"
"'093110",2016,"2216","884"
"'093120",2016,"355","130"
"'0931570",2016,"42","22"
"'093160",2016,"19","10"
"'093190",2016,"1417","421"
"'093210",2016,"1171","44"
"'093410",2016,"477","289"
"'093530",2016,"0","0"
"'093540",2016,"810","254"
"'093570",2016,"21","11"
"'093590",2016,"268","166"
"'093640",2016,"1330","677"
"'093650",2016,"846","318"
"'093660",2016,"279","25"
"'094890",2016,"43","16"
"'095320",2016,"57","18"
"'095340",2016,"201","88"
"'095380",2016,"1501","481"
"'095400",2016,"20","10"
"'095440",2016,"1229","376"
"'096010",2016,"311","153"
"'096030",2016,"46","22"
"'096040",2016,"143","143"
"'097180",2016,"423","299"
"'097210",2016,"9","9"
"'097880",2016,"621","503"
"'098150",2016,"506","218"
"'098480",2016,"0","0"
"'098550",2016,"22","9"
"'098620",2016,"90","65"
"'098790",2016,"726","190"
"'098820",2016,"0","0"
"'099000",2016,"40","25"
"'099010",2016,"1587","44"
"'099040",2016,"185","62"
"'099410",2016,"69","20"
"'099420",2016,"23","8"
"'099480",2016,"122","59"
"'09E00001",2016,"0","0"
"'09E00002",2016,"55","33"
"'09E00003",2016,"5097","3667"
"'09E00004",2016,"-","-"
"'09E00005",2016,"12","5"
"'09E00006",2016,"13","8"
"'09E00007",2016,"0","0"
"'09E00008",2016,"3","1"
"'09E00064",2016,"8","8"
"'09E00065",2016,"523","44"
"'09E00066",2016,"2357","1992"
"'09E00067",2016,"0","0"
"'09E00102",2016,"38","10"
"'09E00105",2016,"21","15"
"'09E00107",2016,"-","-"
"'09E00123",2016,"0","0"
"'09E00231",2016,"0","0"
"'09E00280",2016,"-","-"
"'09E00345",2016,"0","0"
"'09E00352",2016,"83","15"
"'09E00422",2016,"0","0"
"'09E00427",2016,"39","30"
"'09E00436",2016,"319","37"
"'09E00448",2016,"0","0"
"'09E00476",2016,"51","8"
"'09E00477",2016,"15","15"
"'09E00478",2016,"-","-"
"'09E00498",2016,"0","0"
"'09E00520",2016,"490","201"
"'09E00521",2016,"210","141"
"'09E00524",2016,"104","42"
"'09E00525",2016,"0","0"
"'09E00526",2016,"1","0"
"'09E01014",2016,"-","-"
"'09E01046",2016,"76","50"
"'09E01050",2016,"92","65"
"'09E01051",2016,"57","13"
"'09E01052",2016,"0","0"
"'09E01056",2016,"162","147"
"'09E01065",2016,"181","62"
"'09E01068",2016,"0","0"
"'09E01073",2016,"8","6"
"'09E01078",2016,"110","76"
"'09E01079",2016,"6","2"
"'09E01080",2016,"16","6"
"'09E01087",2016,"0","0"
"'09E01091",2016,"-","-"
"'09E01092",2016,"0","0"
"'09E01093",2016,"22","9"
"'09E01096",2016,"64","41"
"'09E01102",2016,"208","110"
"'09E01103",2016,"3067","68"
"'09E01104",2016,"11","2"
"'09E01131",2016,"-","-"
"'09E01133",2016,"0","0"
"'09E01141",2016,"0","0"
"'09E01142",2016,"0","0"
"'09E01144",2016,"12","7"
"'09E01151",2016,"0","0"
"'09E01152",2016,"74","62"
"'09E01154",2016,"0","0"
"'09E01155",2016,"0","0"
"'09E01159",2016,"149","46"
"'09E01169",2016,"0","0"
"'09E01174",2016,"0","0"
"'09E01180",2016,"30","1"
"'09E01183",2016,"-","-"
"'09E01184",2016,"22","21"
"'09E01185",2016,"47","12"
"'09E01189",2016,"40","5"
"'09E01190",2016,"17","7"
"'09E01191",2016,"0","0"
"'09E01195",2016,"48","48"
"'09E01200",2016,"144","53"
"'09E01201",2016,"0","0"
"'09E01204",2016,"32","26"
"'09E01207",2016,"0","0"
"'09E01208",2016,"0","0"
"'09E01209",2016,"37","9"
"'09E01211",2016,"0","0"
"'09E01214",2016,"0","0"
"'09E01219",2016,"0","0"
"'100020",2016,"58","21"
"'100070",2016,"332","129"
"'100150",2016,"287","125"
"'100160",2016,"112","57"
"'100180",2016,"4","0"
"'100360",2016,"244","83"
"'100450",2016,"750","42"
"'100460",2016,"1394","638"
"'100570",2016,"577","60"
"'100640",2016,"621","397"
"'100700",2016,"30","7"
"'100760",2016,"3","0"
"'100790",2016,"1048","428"
"'100800",2016,"972","972"
"'101000",2016,"551","280"
"'101020",2016,"2851","1203"
"'101030",2016,"1924","1410"
"'101050",2016,"442","258"
"'1010810",2016,"93","25"
"'1010860",2016,"0","0"
"'101120",2016,"2547","1149"
"'1011760",2016,"128","53"
"'1011770",2016,"40","30"
"'1011870",2016,"0","0"
"'1011880",2016,"0","0"
"'101230",2016,"183","94"
"'101250",2016,"57","25"
"'101270",2016,"318","223"
"'1012860",2016,"0","0"
"'1012890",2016,"5","1"
"'101300",2016,"1137","46"
"'101310",2016,"223","86"
"'101340",2016,"97","65"
"'1014200",2016,"0","0"
"'101470",2016,"1","0"
"'1014910",2016,"32","8"
"'101520",2016,"277","185"
"'101530",2016,"33","17"
"'101540",2016,"143","73"
"'101610",2016,"39","23"
"'101630",2016,"162","48"
"'101650",2016,"293","72"
"'1016960",2016,"976","366"
"'1017080",2016,"40","6"
"'1017440",2016,"52","38"
"'101770",2016,"211","83"
"'101840",2016,"67","32"
"'1018560",2016,"0","0"
"'102040",2016,"9","8"
"'102080",2016,"70","41"
"'102120",2016,"12","6"
"'102270",2016,"132","91"
"'102280",2016,"2215","846"
"'102340",2016,"32","15"
"'102360",2016,"0","0"
"'102400",2016,"27","4"
"'102480",2016,"162","96"
"'102520",2016,"0","0"
"'102530",2016,"346","255"
"'102550",2016,"35","7"
"'102570",2016,"585","35"
"'102900",2016,"5","3"
"'102910",2016,"204","85"
"'102970",2016,"-","-"
"'103100",2016,"87","52"
"'105600",2016,"0","0"
"'106170",2016,"0","0"
"'106180",2016,"10","6"
"'106200",2016,"222","170"
"'106210",2016,"4","3"
"'106220",2016,"31","30"
"'106230",2016,"0","0"
"'106280",2016,"0","0"
"'106290",2016,"0","0"
"'106300",2016,"202","65"
"'107170",2016,"120","39"
"'107200",2016,"0","0"
"'107660",2016,"0","0"
"'107860",2016,"0","0"
"'107880",2016,"75","29"
"'107920",2016,"851","629"
"'107930",2016,"11","0"
"'107940",2016,"48","32"
"'108170",2016,"102","4"
"'10E00062",2016,"0","0"
"'10E00136",2016,"-","-"
"'10E00170",2016,"0","0"
"'10E00288",2016,"54","43"
"'10E00387",2016,"0","0"
"'10E00467",2016,"0","0"
"'10E00492",2016,"29","11"
"'10E00506",2016,"312","253"
"'10E00507",2016,"1","0"
"'10E00721",2016,"0","0"
"'10E01053",2016,"4","1"
"'10E01153",2016,"0","0"
"'10E01181",2016,"0","0"
"'10E01196",2016,"0","0"
"'10E01202",2016,"0","0"
"'10E01221",2016,"0","0"
"'010030",2015,"543","167"
"'010040",2015,"0","0"
"'010060",2015,"93","25"
"'010070",2015,"218","27"
"'010120",2015,"0","0"
"'010130",2015,"0","0"
"'010150",2015,"135","72"
"'010160",2015,"21","13"
"'010170",2015,"145","34"
"'010180",2015,"1","0"
"'010220",2015,"216","52"
"'010330",2015,"149","32"
"'010340",2015,"75","61"
"'010380",2015,"0","0"
"'010450",2015,"5","4"
"'010460",2015,"62","24"
"'010480",2015,"95","41"
"'010530",2015,"163","42"
"'010570",2015,"65","11"
"'010580",2015,"800","203"
"'010600",2015,"5","2"
"'010640",2015,"188","105"
"'010700",2015,"11","11"
"'010710",2015,"63","8"
"'010720",2015,"132","71"
"'010760",2015,"0","0"
"'010800",2015,"10","4"
"'010810",2015,"146","139"
"'010830",2015,"145","47"
"'010840",2015,"140","43"
"'010850",2015,"179","43"
"'010860",2015,"21","3"
"'010980",2015,"24","11"
"'011190",2015,"4","4"
"'011210",2015,"0","0"
"'0112200",2015,"0","0"
"'0112210",2015,"725","35"
"'0112220",2015,"0","0"
"'0112230",2015,"54","35"
"'011230",2015,"7","1"
"'011260",2015,"35","11"
"'011270",2015,"423","119"
"'011280",2015,"142","33"
"'011430",2015,"280","17"
"'011440",2015,"607","193"
"'0114410",2015,"49","19"
"'011450",2015,"0","0"
"'011460",2015,"0","0"
"'0115570",2015,"0","0"
"'011580",2015,"0","0"
"'011640",2015,"0","0"
"'011720",2015,"-","-"
"'011820",2015,"908","413"
"'011830",2015,"26","9"
"'011890",2015,"78","30"
"'011930",2015,"237","40"
"'011990",2015,"250","83"
"'012010",2015,"135","39"
"'012070",2015,"175","30"
"'012080",2015,"733","267"
"'012120",2015,"442","44"
"'012160",2015,"0","0"
"'012230",2015,"43","8"
"'012410",2015,"1441","47"
"'013240",2015,"87","44"
"'013250",2015,"22","22"
"'013260",2015,"57","24"
"'013280",2015,"0","0"
"'013370",2015,"322","89"
"'013470",2015,"0","0"
"'013600",2015,"115","80"
"'013840",2015,"32","14"
"'013900",2015,"902","586"
"'013970",2015,"175","50"
"'014040",2015,"43","14"
"'014060",2015,"14","14"
"'014580",2015,"217","63"
"'015110",2015,"58","32"
"'015160",2015,"318","182"
"'015170",2015,"57","14"
"'019970",2015,"74","19"
"'019980",2015,"120","61"
"'01E00009",2015,"0","0"
"'01E00010",2015,"1","1"
"'01E00011",2015,"0","0"
"'01E00025",2015,"2","2"
"'01E00040",2015,"31","12"
"'01E00051",2015,"25","21"
"'01E00069",2015,"26","18"
"'01E00089",2015,"281","83"
"'01E00090",2015,"91","17"
"'01E00228",2015,"-","-"
"'01E00272",2015,"0","0"
"'01E00392",2015,"150","32"
"'01E01028",2015,"61","3"
"'01E01057",2015,"-","-"
"'01E01077",2015,"5","2"
"'01E01088",2015,"0","0"
"'01E01113",2015,"0","0"
"'01E01166",2015,"13","3"
"'01E01168",2015,"10","7"
"'01E01210",2015,"0","0"
"'01E01212",2015,"180","42"
"'020010",2015,"67","30"
"'020020",2015,"23","5"
"'020070",2015,"86","19"
"'020110",2015,"174","93"
"'020130",2015,"169","20"
"'020150",2015,"197","32"
"'020160",2015,"1640","10"
"'020180",2015,"429","178"
"'020390",2015,"46","8"
"'020490",2015,"65","10"
"'020500",2015,"123","69"
"'020560",2015,"1468","239"
"'020620",2015,"700","83"
"'020650",2015,"18","0"
"'020660",2015,"42","12"
"'020670",2015,"493","10"
"'020680",2015,"715","10"
"'020690",2015,"0","0"
"'020700",2015,"62","23"
"'020710",2015,"41","5"
"'020730",2015,"178","97"
"'020800",2015,"46","9"
"'020870",2015,"265","51"
"'020890",2015,"90","70"
"'020910",2015,"0","0"
"'020930",2015,"696","9"
"'021030",2015,"16","16"
"'021040",2015,"325","42"
"'021080",2015,"-","-"
"'021200",2015,"38","12"
"'021210",2015,"828","306"
"'021230",2015,"92","27"
"'021240",2015,"305","126"
"'021250",2015,"0","0"
"'021260",2015,"3","1"
"'021270",2015,"94","22"
"'021280",2015,"1005","155"
"'021300",2015,"113","0"
"'0213350",2015,"210","47"
"'021390",2015,"290","59"
"'021400",2015,"0","0"
"'021500",2015,"3","3"
"'021510",2015,"452","13"
"'021520",2015,"1877","602"
"'021610",2015,"78","30"
"'0216220",2015,"421","36"
"'021630",2015,"104","47"
"'021770",2015,"0","0"
"'0217710",2015,"213","45"
"'021790",2015,"77","11"
"'021830",2015,"442","104"
"'021870",2015,"4","0"
"'0218870",2015,"1844","37"
"'0219440",2015,"151","16"
"'021960",2015,"54","10"
"'021980",2015,"38","12"
"'022030",2015,"6","2"
"'022070",2015,"156","65"
"'022090",2015,"176","1"
"'022110",2015,"278","60"
"'022120",2015,"88","12"
"'022230",2015,"0","0"
"'023480",2015,"182","73"
"'023600",2015,"70","25"
"'023710",2015,"392","47"
"'023890",2015,"0","0"
"'024260",2015,"368","174"
"'024270",2015,"25","11"
"'024490",2015,"804","43"
"'024580",2015,"0","0"
"'024690",2015,"40","19"
"'025310",2015,"142","0"
"'025320",2015,"140","49"
"'025500",2015,"111","13"
"'026250",2015,"162","40"
"'027000",2015,"185","62"
"'027260",2015,"1327","321"
"'027670",2015,"35","35"
"'027710",2015,"0","0"
"'028210",2015,"552","364"
"'028480",2015,"11","10"
"'02E00026",2015,"516","26"
"'02E00027",2015,"488","93"
"'02E00028",2015,"0","0"
"'02E00053",2015,"0","0"
"'02E00056",2015,"0","0"
"'02E00091",2015,"41","34"
"'02E00093",2015,"0","0"
"'02E00100",2015,"0","0"
"'02E00103",2015,"-","-"
"'02E00256",2015,"131","25"
"'02E00291",2015,"0","0"
"'02E00340",2015,"186","13"
"'02E00487",2015,"422","41"
"'02E00488",2015,"0","0"
"'02E00509",2015,"112","67"
"'02E00510",2015,"1862","61"
"'02E00511",2015,"0","0"
"'02E00696",2015,"0","0"
"'02E00868",2015,"315","5"
"'02E01036",2015,"4","1"
"'02E01074",2015,"0","0"
"'02E01108",2015,"365","90"
"'02E01143",2015,"158","27"
"'02E01157",2015,"0","0"
"'02E01163",2015,"0","0"
"'02E01165",2015,"0","0"
"'02E01173",2015,"-","-"
"'02E01213",2015,"0","0"
"'02E01217",2015,"0","0"
"'030130",2015,"148","15"
"'030150",2015,"90","21"
"'030220",2015,"0","0"
"'030290",2015,"43","4"
"'030340",2015,"847","173"
"'030440",2015,"48","8"
"'030480",2015,"0","0"
"'030560",2015,"326","15"
"'030700",2015,"363","35"
"'030720",2015,"740","239"
"'030740",2015,"6","2"
"'030750",2015,"64","23"
"'030790",2015,"0","0"
"'030800",2015,"15","8"
"'030820",2015,"0","0"
"'030850",2015,"26","24"
"'030880",2015,"306","60"
"'030890",2015,"28","14"
"'030900",2015,"1041","357"
"'030990",2015,"38","14"
"'031000",2015,"25","0"
"'031040",2015,"0","0"
"'0310560",2015,"141","44"
"'0310600",2015,"182","81"
"'031160",2015,"583","271"
"'031220",2015,"0","0"
"'031230",2015,"0","0"
"'031250",2015,"12","2"
"'031260",2015,"15","5"
"'031270",2015,"65","13"
"'0314560",2015,"168","70"
"'0315250",2015,"15","10"
"'031600",2015,"0","0"
"'031670",2015,"0","0"
"'031690",2015,"9","0"
"'031700",2015,"43","16"
"'031720",2015,"0","0"
"'031760",2015,"0","0"
"'031810",2015,"67","12"
"'031820",2015,"12","10"
"'0318380",2015,"0","0"
"'0318390",2015,"31","6"
"'0318400",2015,"0","0"
"'0318410",2015,"37","10"
"'0318420",2015,"101","12"
"'0321030",2015,"109","30"
"'032220",2015,"288","36"
"'0322280",2015,"23","7"
"'0322290",2015,"211","66"
"'032230",2015,"105","44"
"'032240",2015,"52","6"
"'0322430",2015,"0","0"
"'032300",2015,"28","16"
"'032430",2015,"33","26"
"'032440",2015,"25","19"
"'032560",2015,"50","24"
"'032580",2015,"0","0"
"'032600",2015,"84","28"
"'032650",2015,"0","0"
"'032700",2015,"551","111"
"'032750",2015,"535","388"
"'032840",2015,"34","3"
"'032900",2015,"322","8"
"'032960",2015,"303","60"
"'033010",2015,"1448","387"
"'033080",2015,"20","6"
"'033090",2015,"89","23"
"'033100",2015,"0","0"
"'033130",2015,"38","38"
"'033180",2015,"0","0"
"'033200",2015,"748","174"
"'033230",2015,"0","0"
"'033620",2015,"126","81"
"'033690",2015,"0","0"
"'033770",2015,"23","0"
"'033780",2015,"5","3"
"'033930",2015,"217","31"
"'034050",2015,"25","23"
"'034060",2015,"1879","713"
"'034100",2015,"102","35"
"'034120",2015,"194","33"
"'034140",2015,"23","8"
"'034180",2015,"49","24"
"'034190",2015,"140","138"
"'034210",2015,"0","0"
"'034230",2015,"364","293"
"'036640",2015,"78","9"
"'036670",2015,"442","29"
"'036820",2015,"0","0"
"'037020",2015,"994","44"
"'037030",2015,"1076","295"
"'037150",2015,"65","20"
"'037460",2015,"0","0"
"'037480",2015,"12","12"
"'037920",2015,"80","31"
"'038440",2015,"3","1"
"'038580",2015,"26","8"
"'038800",2015,"20","20"
"'039290",2015,"0","0"
"'039840",2015,"694","50"
"'03E00037",2015,"9","0"
"'03E00038",2015,"15","7"
"'03E00049",2015,"70","21"
"'03E00050",2015,"87","34"
"'03E00052",2015,"0","0"
"'03E00060",2015,"229","217"
"'03E00061",2015,"235","235"
"'03E00099",2015,"0","0"
"'03E00144",2015,"15","2"
"'03E00227",2015,"0","0"
"'03E00324",2015,"0","0"
"'03E00360",2015,"89","5"
"'03E00378",2015,"64","27"
"'03E00493",2015,"0","0"
"'03E00494",2015,"178","50"
"'03E00495",2015,"0","0"
"'03E00504",2015,"0","0"
"'03E00505",2015,"626","140"
"'03E01039",2015,"6","4"
"'03E01047",2015,"0","0"
"'03E01049",2015,"0","0"
"'03E01054",2015,"40","27"
"'03E01064",2015,"0","0"
"'03E01107",2015,"5","5"
"'03E01182",2015,"36","9"
"'03E01218",2015,"0","0"
"'040130",2015,"572","162"
"'040210",2015,"276","93"
"'040230",2015,"-","-"
"'040250",2015,"741","225"
"'040310",2015,"172","0"
"'040320",2015,"249","86"
"'040330",2015,"127","84"
"'040340",2015,"166","55"
"'040370",2015,"2715","726"
"'040380",2015,"223","143"
"'040390",2015,"-","-"
"'040400",2015,"200","10"
"'040410",2015,"112","54"
"'040490",2015,"54","2"
"'040570",2015,"26","0"
"'040600",2015,"11","2"
"'040650",2015,"13","11"
"'040670",2015,"495","431"
"'040750",2015,"329","23"
"'040760",2015,"375","25"
"'040780",2015,"94","45"
"'040890",2015,"739","32"
"'040900",2015,"90","42"
"'040910",2015,"0","0"
"'040940",2015,"347","41"
"'041000",2015,"240","43"
"'041020",2015,"123","64"
"'041110",2015,"4","0"
"'041180",2015,"0","0"
"'041190",2015,"334","80"
"'041230",2015,"0","0"
"'041260",2015,"0","0"
"'0412790",2015,"25","18"
"'0412810",2015,"1404","612"
"'041290",2015,"0","0"
"'0412940",2015,"0","0"
"'0413090",2015,"0","0"
"'0413190",2015,"139","107"
"'041330",2015,"0","0"
"'0413490",2015,"0","0"
"'0413510",2015,"37","8"
"'0413580",2015,"119","58"
"'041370",2015,"0","0"
"'041410",2015,"59","0"
"'041420",2015,"58","3"
"'041440",2015,"0","0"
"'0414900",2015,"369","12"
"'0415310",2015,"0","0"
"'0416080",2015,"-","-"
"'041660",2015,"1858","764"
"'041680",2015,"1311","308"
"'041700",2015,"2298","528"
"'0417140",2015,"1515","218"
"'041720",2015,"230","27"
"'041750",2015,"2068","986"
"'041780",2015,"556","134"
"'0418990",2015,"1146","69"
"'041960",2015,"21","15"
"'042010",2015,"7","1"
"'042030",2015,"0","0"
"'042040",2015,"-","-"
"'0420550",2015,"0","0"
"'0420630",2015,"84","32"
"'042070",2015,"8","0"
"'0421000",2015,"105","30"
"'042110",2015,"0","0"
"'0421240",2015,"0","0"
"'042160",2015,"0","0"
"'0421720",2015,"31","10"
"'0423590",2015,"0","0"
"'0423770",2015,"11","2"
"'042400",2015,"0","0"
"'042430",2015,"35","15"
"'042440",2015,"24","6"
"'042450",2015,"86","14"
"'042600",2015,"0","0"
"'042610",2015,"17","17"
"'0426190",2015,"2062","621"
"'042710",2015,"533","282"
"'042720",2015,"28","16"
"'042780",2015,"1","0"
"'0428200",2015,"0","0"
"'042850",2015,"0","0"
"'0429000",2015,"100","51"
"'043060",2015,"121","14"
"'043270",2015,"111","0"
"'043340",2015,"32","28"
"'0438110",2015,"0","0"
"'0438180",2015,"0","0"
"'0438230",2015,"761","52"
"'0438280",2015,"0","0"
"'0438590",2015,"2","2"
"'043920",2015,"2","1"
"'044030",2015,"5","4"
"'044090",2015,"942","199"
"'044110",2015,"12","3"
"'044120",2015,"364","20"
"'044130",2015,"148","61"
"'0441420",2015,"0","0"
"'044150",2015,"120","46"
"'044230",2015,"2","1"
"'0442450",2015,"274","231"
"'0442510",2015,"0","0"
"'044310",2015,"353","31"
"'0443690",2015,"0","0"
"'044470",2015,"5","0"
"'0445230",2015,"0","0"
"'0445250",2015,"823","65"
"'044700",2015,"0","0"
"'044710",2015,"81","13"
"'044790",2015,"3","2"
"'044820",2015,"137","61"
"'0448530",2015,"0","0"
"'0448640",2015,"0","0"
"'044920",2015,"0","0"
"'045050",2015,"0","0"
"'0450640",2015,"0","0"
"'0450710",2015,"0","0"
"'045180",2015,"0","0"
"'045190",2015,"0","0"
"'045200",2015,"0","0"
"'0452070",2015,"1860","22"
"'0452110",2015,"0","0"
"'0452150",2015,"0","0"
"'045220",2015,"125","65"
"'045230",2015,"1009","318"
"'045240",2015,"11","5"
"'045260",2015,"32","9"
"'0452880",2015,"0","0"
"'0452890",2015,"285","38"
"'0452910",2015,"2","2"
"'0452920",2015,"0","0"
"'045420",2015,"0","0"
"'045500",2015,"613","307"
"'045630",2015,"909","536"
"'045710",2015,"0","0"
"'045770",2015,"30","30"
"'045780",2015,"53","53"
"'045800",2015,"226","48"
"'045940",2015,"104","27"
"'046080",2015,"0","0"
"'046150",2015,"93","41"
"'046450",2015,"37","18"
"'046560",2015,"0","0"
"'046680",2015,"70","50"
"'046800",2015,"98","67"
"'046810",2015,"0","0"
"'046840",2015,"47","24"
"'046860",2015,"12","0"
"'046900",2015,"14","8"
"'046910",2015,"6","6"
"'047000",2015,"0","0"
"'047060",2015,"725","189"
"'047080",2015,"199","43"
"'047430",2015,"0","0"
"'047770",2015,"0","0"
"'047980",2015,"6","0"
"'047990",2015,"0","0"
"'048050",2015,"160","113"
"'048070",2015,"0","0"
"'048080",2015,"11","10"
"'048120",2015,"125","51"
"'048130",2015,"22","1"
"'048190",2015,"88","43"
"'048270",2015,"0","0"
"'048420",2015,"35","11"
"'048430",2015,"0","0"
"'048800",2015,"385","0"
"'048870",2015,"62","53"
"'048950",2015,"0","0"
"'048980",2015,"6","6"
"'049000",2015,"0","0"
"'049010",2015,"0","0"
"'049040",2015,"23","15"
"'049070",2015,"1166","817"
"'049100",2015,"0","0"
"'049190",2015,"0","0"
"'04E00012",2015,"0","0"
"'04E00013",2015,"785","26"
"'04E00014",2015,"228","68"
"'04E00024",2015,"0","0"
"'04E00055",2015,"139","139"
"'04E00092",2015,"1","0"
"'04E00134",2015,"0","0"
"'04E00154",2015,"36","0"
"'04E00220",2015,"0","0"
"'04E00336",2015,"289","49"
"'04E00341",2015,"0","0"
"'04E00350",2015,"0","0"
"'04E00464",2015,"0","0"
"'04E00465",2015,"111","71"
"'04E00471",2015,"27","11"
"'04E00473",2015,"0","0"
"'04E00479",2015,"0","0"
"'04E00480",2015,"0","0"
"'04E00489",2015,"122","15"
"'04E00490",2015,"0","0"
"'04E00496",2015,"0","0"
"'04E00502",2015,"0","0"
"'04E00503",2015,"-","-"
"'04E00508",2015,"80","42"
"'04E00512",2015,"0","0"
"'04E00516",2015,"0","0"
"'04E00517",2015,"8","8"
"'04E00519",2015,"0","0"
"'04E00527",2015,"0","0"
"'04E00551",2015,"223","27"
"'04E00754",2015,"-","-"
"'04E01031",2015,"9","0"
"'04E01034",2015,"0","0"
"'04E01055",2015,"2","1"
"'04E01061",2015,"41","35"
"'04E01063",2015,"0","0"
"'04E01069",2015,"60","12"
"'04E01070",2015,"0","0"
"'04E01082",2015,"0","0"
"'04E01085",2015,"0","0"
"'04E01089",2015,"0","0"
"'04E01090",2015,"0","0"
"'04E01095",2015,"25","8"
"'04E01116",2015,"0","0"
"'04E01125",2015,"598","59"
"'04E01135",2015,"0","0"
"'04E01140",2015,"0","0"
"'04E01146",2015,"0","0"
"'04E01150",2015,"0","0"
"'04E01160",2015,"0","0"
"'04E01161",2015,"0","0"
"'04E01171",2015,"0","0"
"'04E01172",2015,"0","0"
"'04E01177",2015,"0","0"
"'04E01224",2015,"2","0"
"'050030",2015,"298","49"
"'050040",2015,"1545","61"
"'050060",2015,"68","27"
"'050080",2015,"327","327"
"'050210",2015,"785","254"
"'050220",2015,"188","84"
"'050290",2015,"0","0"
"'050320",2015,"0","0"
"'050360",2015,"1401","574"
"'050390",2015,"43","22"
"'050560",2015,"72","49"
"'050580",2015,"90","16"
"'050640",2015,"489","172"
"'050840",2015,"1607","51"
"'050900",2015,"16","2"
"'050920",2015,"0","0"
"'050960",2015,"390","107"
"'050990",2015,"116","36"
"'051020",2015,"78","31"
"'0510220",2015,"0","0"
"'0510280",2015,"243","38"
"'051030",2015,"21","7"
"'051050",2015,"972","112"
"'0510700",2015,"147","63"
"'0511020",2015,"76","16"
"'0512480",2015,"6","2"
"'0512780",2015,"119","54"
"'0513810",2015,"224","47"
"'0514720",2015,"22","14"
"'051490",2015,"506","379"
"'0515160",2015,"1036","53"
"'0515170",2015,"5","2"
