"date","state","cases","deaths","state_name"
"09/17/2020","ID",36489,5,"Idaho"
"04/13/2020","WA",,,"Washington"
"12/08/2020","CO",268589,24,"Colorado"
"04/02/2020","AZ",,,"Arizona"
"12/21/2020","KY",244297,19,"Kentucky"
"07/12/2020","TX",,80,"Texas"
"03/15/2020","LA",,,"Louisiana"
"05/05/2020","WY",604,0,"Wyoming"
"06/11/2020","OH",40004,34,"Ohio"
"11/24/2020","WI",386441,124,"Wisconsin"
"05/13/2020","TX",,25,"Texas"
"10/29/2020","OK",126618,18,"Oklahoma"
"04/08/2020","PR",,,"Puerto Rico"
"04/03/2020","MN",,,"Minnesota"
"04/03/2020","MN",,,"Montana"
"04/25/2020","VA",12366,0,"Virginia"
"04/07/2020","MI",,,"Michigan"
"02/27/2020","MA",,,"Massachusetts"
"01/25/2020","CT",,,"Connecticut"
"08/31/2020","KY",48396,3,"Kentucky"
"12/23/2020","ND",90948,17,"North Dakota"
"10/15/2020","CT",62028,3,"Connecticut"
"11/26/2020","VA",230445,24,"Virginia"
"05/28/2020","KY",9184,9,"Kentucky"
"11/12/2020","CT",85899,13,"Connecticut"
"11/11/2020","TX",,141,"Texas"
"12/02/2020","AZ",340979,58,"Arizona"
"08/01/2020","ND",6660,2,"North Dakota"
"11/06/2020","NY",,13,"New York"
"07/31/2020","OK",39105,5,"Oklahoma"
"12/01/2020","NV",,22,"Nevada"
"04/13/2020","MS",,,"Mississippi"
"04/24/2020","NV",,-1,"Nevada"
"12/27/2020","ND",91558,4,"North Dakota"
"05/21/2020","SC",9379,9,"South Carolina"
"05/21/2020","SC",9379,9,"South Dakota"
"11/29/2020","NE",,0,"Nebraska"
"07/09/2020","IL",151572,20,"Illinois"
"06/30/2020","MD",,15,"Maryland"
"05/15/2020","WI",11685,11,"Wisconsin"
"08/20/2020","WA",,15,"Washington"
"01/30/2020","PA",,,"Pennsylvania"
"01/25/2020","KY",,,"Kentucky"
"05/30/2020","PA",71926,30,"Pennsylvania"
"11/03/2020","SC",179952,28,"South Carolina"
"11/03/2020","SC",179952,28,"South Dakota"
"05/06/2020","KY",5934,8,"Kentucky"
"05/17/2020","TX",,31,"Texas"
"09/30/2020","MN",,18,"Minnesota"
"09/30/2020","MN",,18,"Montana"
"12/03/2020","IA",,154,"Iowa"
"11/16/2020","AZ",276912,0,"Arizona"
"10/24/2020","TN",244087,27,"Tennessee"
"09/09/2020","KY",53977,16,"Kentucky"
"11/14/2020","NE",,4,"Nebraska"
"06/18/2020","CO",29901,10,"Colorado"
"01/24/2020","OH",,,"Ohio"
"10/25/2020","CT",66052,0,"Connecticut"
"12/26/2020","WV",80177,9,"West Virginia"
"09/03/2020","AL",129285,26,"Alabama"
"12/02/2020","NV",,35,"Nevada"
"02/17/2020","LA",,,"Louisiana"
"02/21/2020","WV",,,"West Virginia"
"11/13/2020","MD",,20,"Maryland"
"04/18/2020","IA",,,"Iowa"
"04/05/2020","TN",,,"Tennessee"
"04/11/2020","AR",,,"Arkansas"
"11/11/2020","NM",,14,"New Mexico"
"02/06/2020","OK",,,"Oklahoma"
"12/08/2020","NYC",348211,-13,
"02/22/2020","RMI",,,
"10/08/2020","CT",59748,5,"Connecticut"
"04/23/2020","MN",,42,"Minnesota"
"04/23/2020","MN",,42,"Montana"
"05/14/2020","OH",26357,61,"Ohio"
"03/14/2020","IA",,,"Iowa"
"07/24/2020","WV",5695,0,"West Virginia"
"12/29/2020","FL",,118,"Florida"
"08/03/2020","CO",47968,-1,"Colorado"
"08/27/2020","SC",114598,67,"South Carolina"
"08/27/2020","SC",114598,67,"South Dakota"
"04/06/2020","IL",,,"Illinois"
"01/31/2020","WV",,,"West Virginia"
"08/13/2020","TX",,255,"Texas"
"10/20/2020","AZ",232937,8,"Arizona"
"05/17/2020","TN",17495,3,"Tennessee"
"04/03/2020","CO",,,"Colorado"
"07/06/2020","VA",66740,28,"Virginia"
"11/20/2020","GA",440591,58,"Georgia"
"08/30/2020","CA",,71,"California"
"02/19/2020","KY",,,"Kentucky"
"05/22/2020","MS",13005,20,"Mississippi"
"06/15/2020","NM",,5,"New Mexico"
"10/15/2020","LA",,12,"Louisiana"
"02/09/2020","WA",,,"Washington"
"07/27/2020","WA",,17,"Washington"
"04/19/2020","IL",30357,31,"Illinois"
"04/13/2020","PR",,,"Puerto Rico"
"12/14/2020","TN",464624,96,"Tennessee"
"11/23/2020","VA",223583,43,"Virginia"
"09/17/2020","MS",91935,0,"Mississippi"
"11/20/2020","WI",365190,84,"Wisconsin"
"07/02/2020","SC",39701,18,"South Carolina"
"07/02/2020","SC",39701,18,"South Dakota"
"09/22/2020","MN",,6,"Minnesota"
"09/22/2020","MN",,6,"Montana"
"07/29/2020","ID",19679,13,"Idaho"
"04/03/2020","CA",,,"California"
"09/26/2020","AS",,0,
"08/08/2020","FL",,184,"Florida"
"12/09/2020","KY",209136,17,"Kentucky"
"03/09/2020","OH",,,"Ohio"
"11/14/2020","LA",,0,"Louisiana"
"05/09/2020","MA",76743,138,"Massachusetts"
"12/09/2020","CA",,196,"California"
"07/24/2020","LA",,29,"Louisiana"
"07/15/2020","IL",157825,8,"Illinois"
"04/13/2020","MI",,,"Michigan"
"09/22/2020","IA",,12,"Iowa"
"04/19/2020","SC",4377,1,"South Carolina"
"04/19/2020","SC",4377,1,"South Dakota"
"08/01/2020","PA",112936,-244,"Pennsylvania"
"01/24/2020","SC",,,"South Carolina"
"01/24/2020","SC",,,"South Dakota"
"02/07/2020","IA",,,"Iowa"
"05/09/2020","CO",19316,7,"Colorado"
"11/18/2020","RMI",4,0,
"09/11/2020","NM",,2,"New Mexico"
"03/12/2020","MI",,,"Michigan"
"10/13/2020","RMI",0,0,
"07/31/2020","WY",2726,0,"Wyoming"
"08/22/2020","WY",3543,0,"Wyoming"
"02/01/2020","ND",,,"North Dakota"
"11/09/2020","NJ",,11,"New Jersey"
"06/22/2020","ID",4254,0,"Idaho"
"02/23/2020","NE",,,"Nebraska"
"08/04/2020","CA",,113,"California"
"07/07/2020","MI",73900,30,"Michigan"
"07/23/2020","PR",13967,3,"Puerto Rico"
"09/10/2020","NJ",,5,"New Jersey"
"05/01/2020","ID",2035,-17,"Idaho"
"10/12/2020","PR",54540,3,"Puerto Rico"
"05/30/2020","MI",56884,57,"Michigan"
"04/19/2020","WA",,11,"Washington"
"10/22/2020","MI",170076,49,"Michigan"
"08/10/2020","NJ",,4,"New Jersey"
"08/14/2020","OK",50384,7,"Oklahoma"
"09/13/2020","MA",132800,14,"Massachusetts"
"09/21/2020","WY",4944,0,"Wyoming"
"05/31/2020","TN",23159,0,"Tennessee"
"11/13/2020","AS",,0,
"05/05/2020","NV",,10,"Nevada"
"09/17/2020","IN",,6,"Indiana"
"05/12/2020","ID",2293,-1,"Idaho"
"08/29/2020","MI",111975,45,"Michigan"
"04/03/2020","NJ",,,"New Jersey"
"09/03/2020","ND",12973,0,"North Dakota"
"02/23/2020","CO",,,"Colorado"
"07/13/2020","CA",,23,"California"
"02/24/2020","MA",,,"Massachusetts"
"04/01/2020","NJ",,,"New Jersey"
"05/07/2020","AS",,0,
"02/27/2020","CA",,,"California"
"12/20/2020","WV",72342,8,"West Virginia"
"10/23/2020","WV",21392,4,"West Virginia"
"04/22/2020","NV",,9,"Nevada"
"03/27/2020","MI",,,"Michigan"
"01/28/2020","MD",,,"Maryland"
"08/27/2020","CT",52350,4,"Connecticut"
"11/19/2020","CO",182801,88,"Colorado"
"07/05/2020","CO",34065,0,"Colorado"
"05/23/2020","TN",19909,14,"Tennessee"
"03/23/2020","WA",,,"Washington"
"01/27/2020","ND",,,"North Dakota"
"08/06/2020","ND",7327,1,"North Dakota"
"09/19/2020","TN",181439,21,"Tennessee"
"11/16/2020","RMI",4,0,
"01/25/2020","MD",,,"Maryland"
"04/29/2020","IL",50355,90,"Illinois"
"03/13/2020","MA",,,"Massachusetts"
"10/04/2020","AS",,0,
"02/22/2020","PR",,,"Puerto Rico"
"07/04/2020","MS",30900,4,"Mississippi"
"12/26/2020","WI",506022,4,"Wisconsin"
"06/29/2020","RMI",0,0,
"03/28/2020","NM",,,"New Mexico"
"12/08/2020","AR",,42,"Arkansas"
"03/17/2020","KY",,,"Kentucky"
"12/27/2020","WA",,0,"Washington"
"09/29/2020","GA",333811,33,"Georgia"
"09/14/2020","WV",12820,9,"West Virginia"
"05/10/2020","CO",19632,4,"Colorado"
"04/18/2020","PR",,,"Puerto Rico"
"12/24/2020","WV",77239,42,"West Virginia"
"03/29/2020","NE",,,"Nebraska"
"04/22/2020","WI",4845,4,"Wisconsin"
"06/24/2020","IL",139540,63,"Illinois"
"08/14/2020","WI",68681,7,"Wisconsin"
"12/23/2020","WI",500443,79,"Wisconsin"
"10/29/2020","NV",,3,"Nevada"
"06/27/2020","CA",,60,"California"
"04/08/2020","MN",,,"Minnesota"
"04/08/2020","MN",,,"Montana"
"02/28/2020","CT",,,"Connecticut"
"05/04/2020","MN",,0,"Minnesota"
"05/04/2020","MN",,0,"Montana"
"10/10/2020","WV",17913,5,"West Virginia"
"09/21/2020","TN",184409,15,"Tennessee"
"08/15/2020","AZ",192654,69,"Arizona"
"09/27/2020","KY",66491,3,"Kentucky"
"06/26/2020","CT",46059,12,"Connecticut"
"02/13/2020","NM",,,"New Mexico"
"09/08/2020","WA",,0,"Washington"
"12/19/2020","FL",,79,"Florida"
"06/10/2020","AZ",29852,25,"Arizona"
"06/22/2020","CT",45782,4,"Connecticut"
"02/07/2020","IN",,,"Indiana"
"02/19/2020","ID",,,"Idaho"
"09/22/2020","WV",14384,5,"West Virginia"
"07/26/2020","OH",84073,10,"Ohio"
"07/09/2020","NM",,6,"New Mexico"
"01/31/2020","LA",,,"Louisiana"
"12/25/2020","NE",,-10,"Nebraska"
"05/24/2020","PR",3189,0,"Puerto Rico"
"03/02/2020","CO",,,"Colorado"
"04/29/2020","NJ",,328,"New Jersey"
"10/16/2020","WI",175227,25,"Wisconsin"
"08/01/2020","WA",,28,"Washington"
"10/27/2020","NYC",262840,0,
"10/01/2020","AR",,15,"Arkansas"
"04/30/2020","VA",16901,29,"Virginia"
"08/28/2020","IN",,11,"Indiana"
"09/09/2020","MD",,9,"Maryland"
"12/01/2020","NYC",324128,11,
"12/23/2020","AS",,0,
"02/05/2020","PR",,,"Puerto Rico"
"12/16/2020","NYC",374547,45,
"11/05/2020","AZ",252768,50,"Arizona"
"08/28/2020","LA",,30,"Louisiana"
"02/03/2020","VA",,,"Virginia"
"12/02/2020","NM",,40,"New Mexico"
"11/18/2020","NY",,29,"New York"
"06/25/2020","OH",47651,20,"Ohio"
"05/14/2020","WA",,8,"Washington"
"02/19/2020","NV",,,"Nevada"
"07/01/2020","TN",45315,5,"Tennessee"
"01/30/2020","MS",,,"Mississippi"
"09/15/2020","PA",146214,4,"Pennsylvania"
"12/23/2020","AL",334569,157,"Alabama"
"07/14/2020","WI",41349,6,"Wisconsin"
"09/21/2020","IA",,9,"Iowa"
"07/05/2020","MN",,3,"Minnesota"
"07/05/2020","MN",,3,"Montana"
"08/20/2020","AR",,10,"Arkansas"
"09/11/2020","RMI",0,0,
"08/18/2020","MI",103403,17,"Michigan"
"06/20/2020","NJ",,22,"New Jersey"
"05/25/2020","IA",,5,"Iowa"
"01/24/2020","AS",,,
"02/26/2020","AZ",,,"Arizona"
"04/18/2020","MS",,,"Mississippi"
"12/06/2020","KY",200632,10,"Kentucky"
"08/06/2020","NYC",228509,2,
"09/24/2020","MD",,9,"Maryland"
"10/25/2020","OK",123153,4,"Oklahoma"
"02/07/2020","TX",,,"Texas"
"07/18/2020","AL",65234,26,"Alabama"
"10/16/2020","NJ",,5,"New Jersey"
"07/25/2020","KY",26764,5,"Kentucky"
"03/29/2020","OH",,,"Ohio"
"07/05/2020","WA",,5,"Washington"
"03/26/2020","GA",1843,,"Georgia"
"03/31/2020","CA",,,"California"
"11/13/2020","OK",158451,42,"Oklahoma"
"03/18/2020","WA",,,"Washington"
"05/13/2020","OK",4741,11,"Oklahoma"
"12/02/2020","PR",54105,14,"Puerto Rico"
"04/11/2020","LA",,,"Louisiana"
"03/20/2020","MD",,,"Maryland"
"07/01/2020","SC",37919,30,"South Carolina"
"07/01/2020","SC",37919,30,"South Dakota"
"08/12/2020","CO",51756,0,"Colorado"
"11/26/2020","AS",,0,
"06/01/2020","NE",,8,"Nebraska"
"11/17/2020","PA",275513,13,"Pennsylvania"
"04/01/2020","WA",,,"Washington"
"07/18/2020","NY",,9,"New York"
"02/02/2020","CA",,,"California"
"01/23/2020","PR",,,"Puerto Rico"
"09/11/2020","NJ",,9,"New Jersey"
"08/15/2020","NM",,8,"New Mexico"
"02/15/2020","MI",,,"Michigan"
"07/22/2020","GA",155083,81,"Georgia"
"07/04/2020","CT",46717,0,"Connecticut"
"08/21/2020","WV",9066,4,"West Virginia"
"06/15/2020","IA",,3,"Iowa"
"07/07/2020","CA",,151,"California"
"04/16/2020","CO",8582,26,"Colorado"
"06/03/2020","PR",4023,4,"Puerto Rico"
"09/22/2020","LA",,11,"Louisiana"
"02/19/2020","MI",,,"Michigan"
"06/17/2020","AS",,0,
"12/19/2020","AR",,71,"Arkansas"
"10/23/2020","AZ",235882,7,"Arizona"
"09/18/2020","GA",317825,63,"Georgia"
"05/17/2020","AZ",13937,1,"Arizona"
"02/22/2020","NJ",,,"New Jersey"
"06/10/2020","PR",5352,11,"Puerto Rico"
"04/18/2020","TN",,,"Tennessee"
"10/18/2020","MA",150543,14,"Massachusetts"
"08/15/2020","TN",131747,19,"Tennessee"
"03/30/2020","AR",,,"Arkansas"
"04/12/2020","OK",,,"Oklahoma"
"10/29/2020","GA",384453,47,"Georgia"
"11/08/2020","OH",250268,13,"Ohio"
"04/08/2020","MD",,,"Maryland"
"09/04/2020","TN",160597,21,"Tennessee"
"09/21/2020","AR",,15,"Arkansas"
"06/13/2020","WI",25031,2,"Wisconsin"
"10/25/2020","SC",170678,11,"South Carolina"
"10/25/2020","SC",170678,11,"South Dakota"
"09/09/2020","AR",,11,"Arkansas"
"10/04/2020","CO",73076,10,"Colorado"
"11/14/2020","ID",81317,9,"Idaho"
"03/09/2020","WY",,,"Wyoming"
"02/26/2020","CT",,,"Connecticut"
"10/19/2020","NY",,10,"New York"
"11/16/2020","MA",194407,12,"Massachusetts"
"02/08/2020","ID",,,"Idaho"
"10/29/2020","IL",400171,56,"Illinois"
"10/27/2020","AZ",240122,18,"Arizona"
"07/12/2020","NJ",,16,"New Jersey"
"04/27/2020","CT",25997,-388,"Connecticut"
"05/12/2020","FL",,44,"Florida"
"03/21/2020","MS",,,"Mississippi"
"04/01/2020","GA",4806,,"Georgia"
"12/21/2020","NJ",,29,"New Jersey"
"02/02/2020","PR",,,"Puerto Rico"
"12/12/2020","ND",87871,0,"North Dakota"
"09/11/2020","ID",34950,5,"Idaho"
"10/25/2020","WA",,0,"Washington"
"07/03/2020","NV",,3,"Nevada"
"06/18/2020","ND",3193,1,"North Dakota"
"03/10/2020","IN",,,"Indiana"
"10/18/2020","WA",,0,"Washington"
"09/11/2020","MS",89620,17,"Mississippi"
"06/02/2020","PA",73405,122,"Pennsylvania"
"09/20/2020","IA",,1,"Iowa"
"11/25/2020","CA",,106,"California"
"09/20/2020","MN",,6,"Minnesota"
"09/20/2020","MN",,6,"Montana"
"11/23/2020","MI",340964,65,"Michigan"
"12/01/2020","AS",,0,
"06/19/2020","ND",3226,1,"North Dakota"
"08/29/2020","WI",79730,6,"Wisconsin"
"05/02/2020","WA",,6,"Washington"
"11/12/2020","IL",536542,53,"Illinois"
"12/08/2020","IN",,129,"Indiana"
"08/23/2020","WA",,6,"Washington"
"12/23/2020","GA",608290,61,"Georgia"
"03/23/2020","MN",,,"Minnesota"
"03/23/2020","MN",,,"Montana"
"05/06/2020","MI",45054,71,"Michigan"
"07/07/2020","CT",47033,0,"Connecticut"
"01/27/2020","TX",,,"Texas"
"10/19/2020","NM",,1,"New Mexico"
"03/14/2020","WA",,,"Washington"
"09/18/2020","IA",,9,"Iowa"
"05/24/2020","OH",31911,13,"Ohio"
"05/24/2020","MI",54679,5,"Michigan"
"02/15/2020","NYC",,,
"01/22/2020","CA",,,"California"
"05/28/2020","PA",70735,159,"Pennsylvania"
"03/05/2020","VA",,,"Virginia"
"05/28/2020","GA",43519,64,"Georgia"
"08/17/2020","CO",53370,0,"Colorado"
"02/20/2020","IA",,,"Iowa"
"11/25/2020","NJ",,84,"New Jersey"
"10/17/2020","MS",110240,0,"Mississippi"
"04/16/2020","AS",,,
"04/11/2020","NYC",,,
"11/06/2020","CA",,51,"California"
"08/08/2020","NM",,6,"New Mexico"
"11/12/2020","TX",,143,"Texas"
"04/19/2020","ID",1672,17,"Idaho"
"11/04/2020","AR",,25,"Arkansas"
"12/05/2020","WY",35941,0,"Wyoming"
"10/13/2020","MD",,11,"Maryland"
"11/18/2020","NV",,3,"Nevada"
"09/22/2020","CT",56160,1,"Connecticut"
"03/13/2020","NE",,,"Nebraska"
"04/08/2020","CO",,,"Colorado"
"05/08/2020","MD",,51,"Maryland"
"04/16/2020","OK",2359,8,"Oklahoma"
"03/17/2020","WY",,,"Wyoming"
"08/26/2020","SC",114093,45,"South Carolina"
"08/26/2020","SC",114093,45,"South Dakota"
"06/04/2020","SC",13005,7,"South Carolina"
"06/04/2020","SC",13005,7,"South Dakota"
"02/03/2020","WY",,,"Wyoming"
"07/06/2020","MA",110137,15,"Massachusetts"
"04/06/2020","MN",,,"Minnesota"
"04/06/2020","MN",,,"Montana"
"10/01/2020","NY",,5,"New York"
"10/05/2020","PA",164207,20,"Pennsylvania"
"07/21/2020","VA",80393,3,"Virginia"
"06/26/2020","WA",,4,"Washington"
"05/25/2020","WV",1782,1,"West Virginia"
"11/22/2020","VA",221039,7,"Virginia"
"01/30/2020","NM",,,"New Mexico"
"11/30/2020","TN",374493,63,"Tennessee"
"07/25/2020","MN",,0,"Minnesota"
"07/25/2020","MN",,0,"Montana"
"09/19/2020","AR",,8,"Arkansas"
"12/24/2020","WA",,22,"Washington"
"05/10/2020","CA",,67,"California"
"06/03/2020","ID",2990,0,"Idaho"
"03/27/2020","LA",,,"Louisiana"
"12/10/2020","IL",823531,269,"Illinois"
"09/30/2020","IL",295763,35,"Illinois"
"04/30/2020","WV",1125,4,"West Virginia"
"06/30/2020","CA",,44,"California"
"11/10/2020","PA",238657,93,"Pennsylvania"
"05/15/2020","CT",36085,74,"Connecticut"
"02/19/2020","GA",,,"Georgia"
"03/08/2020","AS",,,
"09/26/2020","AZ",216826,34,"Arizona"
"04/20/2020","KY",,,"Kentucky"
"05/15/2020","ID",2389,2,"Idaho"
"10/18/2020","IA",,1,"Iowa"
"11/01/2020","AL",193985,6,"Alabama"
"12/04/2020","GA",494354,111,"Georgia"
"12/29/2020","MD",,45,"Maryland"
"06/24/2020","TN",37235,14,"Tennessee"
"12/05/2020","TX",,247,"Texas"
"07/15/2020","PR",10574,2,"Puerto Rico"
"12/17/2020","WA",,75,"Washington"
"12/25/2020","NV",,27,"Nevada"
"06/07/2020","NJ",,70,"New Jersey"
"11/16/2020","NM",,21,"New Mexico"
"07/18/2020","GA",141845,36,"Georgia"
"11/26/2020","MD",,22,"Maryland"
"03/31/2020","NV",,,"Nevada"
"09/10/2020","ND",14684,4,"North Dakota"
"08/04/2020","MI",93175,9,"Michigan"
"04/15/2020","AR",,,"Arkansas"
"12/10/2020","IA",,198,"Iowa"
"08/29/2020","NJ",,3,"New Jersey"
"05/08/2020","GA",30363,26,"Georgia"
"06/16/2020","SC",19990,5,"South Carolina"
"06/16/2020","SC",19990,5,"South Dakota"
"11/23/2020","SC",207552,5,"South Carolina"
"11/23/2020","SC",207552,5,"South Dakota"
"05/18/2020","ND",1931,1,"North Dakota"
"04/12/2020","CO",,,"Colorado"
"06/30/2020","ND",3576,0,"North Dakota"
"09/12/2020","CO",60907,3,"Colorado"
"10/21/2020","NYC",257625,7,
"08/02/2020","TN",109627,6,"Tennessee"
"03/21/2020","AZ",,,"Arizona"
"07/16/2020","ID",13133,4,"Idaho"
"12/25/2020","WI",505345,7,"Wisconsin"
"07/03/2020","TX",,50,"Texas"
"04/29/2020","TN",10132,4,"Tennessee"
"10/09/2020","TX",,98,"Texas"
"10/28/2020","OH",205347,17,"Ohio"
"06/29/2020","NYC",216676,23,
"06/14/2020","AR",,2,"Arkansas"
"11/27/2020","NE",,2,"Nebraska"
"08/22/2020","TN",142083,13,"Tennessee"
"10/25/2020","KY",96942,3,"Kentucky"
"08/16/2020","FL",,109,"Florida"
"02/24/2020","WA",,,"Washington"
"02/26/2020","TN",,,"Tennessee"
"03/21/2020","NYC",,,
"04/23/2020","NM",,7,"New Mexico"
"10/02/2020","CA",,98,"California"
"02/25/2020","AS",,,
"09/26/2020","NYC",243471,8,
"09/15/2020","NM",,7,"New Mexico"
"05/06/2020","ND",1323,6,"North Dakota"
"06/14/2020","PA",79121,63,"Pennsylvania"
"03/31/2020","AR",,,"Arkansas"
"03/11/2020","PA",,,"Pennsylvania"
"06/11/2020","CA",,105,"California"
"05/06/2020","MN",,30,"Minnesota"
"05/06/2020","MN",,30,"Montana"
"10/14/2020","ND",29653,5,"North Dakota"
"06/02/2020","ID",2933,0,"Idaho"
"12/27/2020","AS",,0,
"06/29/2020","MN",,0,"Minnesota"
"06/29/2020","MN",,0,"Montana"
"12/12/2020","NE",,22,"Nebraska"
"03/02/2020","CA",,,"California"
"02/02/2020","AZ",,,"Arizona"
"03/15/2020","GA",191,,"Georgia"
"10/28/2020","KY",101494,15,"Kentucky"
"08/09/2020","IA",,5,"Iowa"
"08/06/2020","AZ",183647,286,"Arizona"
"07/24/2020","NYC",224804,9,
"05/07/2020","VA",22342,101,"Virginia"
"05/05/2020","AS",,0,
"04/14/2020","OK",,,"Oklahoma"
"08/19/2020","WV",8801,2,"West Virginia"
"06/17/2020","TN",32143,4,"Tennessee"
"09/02/2020","RMI",0,0,
"08/13/2020","KY",37686,6,"Kentucky"
"04/25/2020","NV",,3,"Nevada"
"07/09/2020","AZ",112671,75,"Arizona"
"07/29/2020","MD",,10,"Maryland"
"04/13/2020","CA",,,"California"
"10/09/2020","SC",155676,18,"South Carolina"
"10/09/2020","SC",155676,18,"South Dakota"
"03/07/2020","MA",,,"Massachusetts"
"03/04/2020","OH",,,"Ohio"
"05/17/2020","MA",86010,92,"Massachusetts"
"03/23/2020","NJ",,,"New Jersey"
"08/16/2020","ID",27660,0,"Idaho"
"05/22/2020","MI",53913,29,"Michigan"
"08/31/2020","AL",126058,24,"Alabama"
"04/08/2020","MS",,,"Mississippi"
"03/17/2020","WV",,,"West Virginia"
"04/13/2020","WY",373,,"Wyoming"
"02/20/2020","CT",,,"Connecticut"
"04/10/2020","FL",,,"Florida"
"03/26/2020","PR",,,"Puerto Rico"
"07/13/2020","RMI",0,0,
"06/11/2020","MI",65449,33,"Michigan"
"12/16/2020","SC",260119,46,"South Carolina"
"12/16/2020","SC",260119,46,"South Dakota"
"01/23/2020","MI",,,"Michigan"
"10/03/2020","LA",,0,"Louisiana"
"04/29/2020","ID",1984,0,"Idaho"
"10/23/2020","PA",190579,18,"Pennsylvania"
"03/16/2020","NM",,,"New Mexico"
"05/05/2020","MI",44397,44,"Michigan"
"07/30/2020","NE",,4,"Nebraska"
"06/29/2020","AS",,0,
"02/22/2020","CA",,,"California"
"08/24/2020","WY",3603,0,"Wyoming"
"07/12/2020","MN",,5,"Minnesota"
"07/12/2020","MN",,5,"Montana"
"08/26/2020","ND",10800,1,"North Dakota"
"10/31/2020","MD",,6,"Maryland"
"07/20/2020","PA",102765,28,"Pennsylvania"
"02/29/2020","GA",2,,"Georgia"
"08/22/2020","NJ",,2,"New Jersey"
"11/30/2020","IN",,36,"Indiana"
"06/28/2020","CA",,33,"California"
"02/06/2020","ND",,,"North Dakota"
"02/24/2020","NY",,,"New York"
"08/23/2020","CT",51519,0,"Connecticut"
"11/15/2020","AR",,27,"Arkansas"
"10/11/2020","NM",,4,"New Mexico"
"08/05/2020","FL",,226,"Florida"
"09/01/2020","WI",81604,10,"Wisconsin"
"12/09/2020","NY",,81,"New York"
"08/28/2020","AZ",200658,62,"Arizona"
"12/19/2020","MI",496056,225,"Michigan"
"07/24/2020","MN",,5,"Minnesota"
"07/24/2020","MN",,5,"Montana"
"01/26/2020","PA",,,"Pennsylvania"
"09/07/2020","ND",13872,0,"North Dakota"
"07/20/2020","AL",68950,3,"Alabama"
"07/30/2020","AR",,8,"Arkansas"
"03/15/2020","WA",,,"Washington"
"02/20/2020","MI",,,"Michigan"
"05/03/2020","AL",7888,2,"Alabama"
"05/05/2020","VA",20256,30,"Virginia"
"08/04/2020","NE",,0,"Nebraska"
"05/31/2020","OH",35513,6,"Ohio"
"08/29/2020","KY",47577,3,"Kentucky"
"04/30/2020","CT",27700,111,"Connecticut"
"11/20/2020","WV",38480,17,"West Virginia"
"03/25/2020","IA",,,"Iowa"
"07/10/2020","IN",,9,"Indiana"
"08/31/2020","NYC",235264,11,
"12/05/2020","WI",437918,107,"Wisconsin"
"10/29/2020","FL",,81,"Florida"
"10/03/2020","MA",141710,17,"Massachusetts"
"07/30/2020","ND",6469,0,"North Dakota"
"02/09/2020","AR",,,"Arkansas"
"07/31/2020","CT",49810,1,"Connecticut"
"06/28/2020","KY",15232,4,"Kentucky"
"10/04/2020","WA",,0,"Washington"
"12/26/2020","MI",516326,296,"Michigan"
"11/04/2020","IL",443815,55,"Illinois"
"11/28/2020","PA",351667,69,"Pennsylvania"
"10/22/2020","SC",167485,55,"South Carolina"
"10/22/2020","SC",167485,55,"South Dakota"
"10/23/2020","NE",,4,"Nebraska"
"06/08/2020","TN",27129,3,"Tennessee"
"08/24/2020","AL",116710,8,"Alabama"
"06/12/2020","WY",1027,0,"Wyoming"
"10/06/2020","AZ",221934,8,"Arizona"
"03/27/2020","NE",,,"Nebraska"
"04/06/2020","NY",,,"New York"
"08/22/2020","TX",,215,"Texas"
"12/13/2020","KY",223104,16,"Kentucky"
"02/14/2020","CA",,,"California"
"11/14/2020","CA",,81,"California"
"05/17/2020","KY",7688,0,"Kentucky"
"05/29/2020","MA",95512,78,"Massachusetts"
"07/06/2020","TN",52155,7,"Tennessee"
"08/27/2020","ND",11110,0,"North Dakota"
"05/21/2020","NM",,11,"New Mexico"
"12/29/2020","MS",213055,42,"Mississippi"
"04/24/2020","NE",,3,"Nebraska"
"08/11/2020","PA",120281,62,"Pennsylvania"
"11/02/2020","KY",109670,3,"Kentucky"
"07/12/2020","MD",,6,"Maryland"
"02/11/2020","FL",,,"Florida"
"10/25/2020","NY",,6,"New York"
"04/02/2020","PA",,,"Pennsylvania"
"08/02/2020","MS",61125,20,"Mississippi"
"08/02/2020","CO",47716,-1,"Colorado"
"11/04/2020","SC",180870,19,"South Carolina"
"11/04/2020","SC",180870,19,"South Dakota"
"12/25/2020","WA",,0,"Washington"
"03/26/2020","NYC",,,
"02/04/2020","TN",,,"Tennessee"
"03/09/2020","VA",,,"Virginia"
"12/01/2020","ID",103305,35,"Idaho"
"02/22/2020","GA",,,"Georgia"
"04/02/2020","LA",,,"Louisiana"
"04/03/2020","NE",,,"Nebraska"
"11/26/2020","NY",,58,"New York"
"05/22/2020","PR",3030,0,"Puerto Rico"
"12/08/2020","NJ",,90,"New Jersey"
"06/11/2020","ND",2980,1,"North Dakota"
"10/07/2020","NY",,7,"New York"
"08/28/2020","ND",11484,2,"North Dakota"
"02/23/2020","KY",,,"Kentucky"
"12/13/2020","ND",88067,5,"North Dakota"
"07/01/2020","OK",13853,5,"Oklahoma"
"11/15/2020","CA",,35,"California"
"10/11/2020","NY",,3,"New York"
"07/26/2020","ND",5986,0,"North Dakota"
"07/10/2020","IA",,3,"Iowa"
